Raster,Red,Green,Blue,NIR,FC,ch1,CH,wc,WC,geom,GEOM,NDVI,EVI,SAVI,AVI,BAI,BCC,BITM,BIXS,BNDVI,CIG,CVI,DSWI4,DVI,EVI2,ExG,ExGR,ExR,FCVI,GARI,GBNDVI,GCC,GEMI,GLI,GNDVI,GOSAVI,GRNDVI,GRVI,IKAW,IPVI,MCARI1,MCARI2,MGRVI,MRBVI,MSAVI,MSR,MTVI1,MTVI2,NDDI,NDGlaI,NDSII,NDTI,NDYI,NIRv,NLI,NormG,NormNIR,NormR,OSAVI,PISI,RCC,RDVI,RGBVI,RGRI,RI4XS,SI,SR,TDVI,TGI,TVI,TriVI,VARI,VrNIRBI,LAI,AFC
BAR_191627_1041_0120,0.038536042,0.047004156,0.00623086,0.2818836,0.307291667,1.699885254,1.842193885,0.650779221,0.600506825,1.880498064,2.037926987,0.75946517,0.414881345,0.44492028,0.40402658,18.86431181,0.067895698,0.035276247,0.042979165,0.956747329,4.996993117,4.91659458,1.219745297,0.243347558,0.442652889,0.04924141,0.046148711,0.003092699,0.251293247,0.758180832,0.682291502,0.512189322,0.686033739,0.354828565,0.714162932,0.48043634,0.534378565,5.996993117,0.72163095,0.879732585,0.363630741,0.408914321,0.196069936,0.949045362,0.428829995,2.189948358,0.363630741,0.408914321,32.52881409,0.098995726,-0.714162932,-0.098995726,0.765911219,0.214080776,0.34681578,0.127928992,0.767189283,0.104881726,0.506531242,-0.081555924,0.41991498,0.429899982,0.803949906,0.819843292,304.2209915,0.969251557,7.314804151,0.464329183,2.74278175,1.122258959,14.93957804,0.106773228,-0.75946517,1.21,0.81
BAR_191627_1041_0121,0.035720363,0.044223715,0.005726098,0.27598727,0.467013889,2.327225342,1.963469558,0.722426819,0.856264867,3.912647607,3.301083195,0.770808545,0.415007826,0.444002675,0.399879065,19.6918724,0.066838873,0.032987217,0.04019752,0.959348056,5.240707503,5.040741995,1.238053348,0.240266907,0.441110485,0.047000969,0.044788212,0.002212757,0.247430545,0.770824306,0.693500276,0.51620899,0.680774348,0.361841259,0.723783898,0.482628599,0.550789339,6.240707503,0.723686999,0.885404272,0.359249575,0.410330249,0.210352622,0.949893202,0.427243196,2.276996207,0.359249575,0.410330249,31.78317231,0.106366253,-0.723783898,-0.106366253,0.770725948,0.212733346,0.361505498,0.124247879,0.77539467,0.100357452,0.509355563,-0.07858788,0.416952137,0.430348446,0.810636818,0.807719636,333.5883207,0.971303817,7.726328817,0.460732422,2.60747434,1.127301444,14.7561485,0.114572668,-0.770808545,1.48,0.85
BAR_191627_1041_0122,0.03676638,0.04343352,0.006022964,0.25865787,0.288194444,2.178539658,1.950581115,0.476236453,0.531892773,2.260234892,2.023727904,0.751094367,0.386817478,0.418439889,0.380948258,23.00784291,0.069853444,0.033037925,0.040238274,0.954488854,4.95525921,5.041113939,1.181337951,0.22189149,0.411856772,0.044077696,0.039714922,0.004362774,0.229916915,0.750020773,0.678973191,0.503735529,0.653163916,0.339957776,0.712447813,0.465761437,0.526645648,5.95525921,0.718482994,0.875547183,0.329924484,0.375064878,0.165121917,0.947730581,0.395644394,2.129080782,0.329924484,0.375064878,37.86992676,0.083131525,-0.712447813,-0.083131525,0.756433797,0.194276469,0.290705451,0.128176255,0.763322824,0.108500921,0.487219313,-0.068406276,0.426411027,0.408241899,0.789894025,0.84649782,379.8408185,0.971123314,7.03517371,0.428382785,2.47798326,1.118523297,13.580175,0.089881577,-0.751094367,1.39,0.82
BAR_191627_1041_0123,0.03797834,0.045590382,0.005948021,0.265932,0.352430556,2.119411774,1.848521371,0.598633082,0.686359391,2.689003692,2.345311492,0.750068787,0.393242715,0.425334111,0.387793632,21.61943634,0.066445905,0.034429717,0.041957343,0.956245251,4.833072423,4.859147873,1.20043114,0.22795366,0.419934081,0.047254403,0.043472943,0.00378146,0.236093086,0.746165763,0.675318376,0.509294468,0.662851834,0.349755078,0.707305898,0.467298322,0.521782264,5.833072423,0.729182165,0.875034393,0.340128056,0.38407013,0.180675384,0.952117267,0.404345899,2.121806826,0.340128056,0.38407013,34.08036059,0.091087213,-0.707305898,-0.091087213,0.769181012,0.199467293,0.301214722,0.130444314,0.760891132,0.108664554,0.491374389,-0.072639383,0.424259627,0.413498398,0.803941995,0.833034038,333.8712566,0.970010087,7.002201781,0.438265042,2.64496313,1.118064751,13.98170128,0.098067164,-0.750068787,1.28,0.82
BAR_191627_1041_0124,0.037472762,0.04517719,0.005872376,0.26603508,0.302083333,2.231441116,2.027054501,0.487353214,0.536492728,2.426692211,2.204421767,0.753068904,0.394936694,0.426683424,0.388256608,21.57026821,0.066337794,0.034057164,0.041504135,0.956806069,4.888703569,4.884455791,1.205600751,0.228562318,0.421400118,0.047009242,0.043471841,0.003537401,0.236527637,0.749658546,0.678006699,0.510347966,0.663627708,0.351603676,0.709669609,0.468701484,0.525933468,5.888703569,0.729041075,0.876534452,0.341148646,0.386247423,0.184829072,0.952060923,0.405916894,2.14319566,0.341148646,0.386247423,33.70419978,0.093217574,-0.709669609,-0.093217574,0.769934342,0.200342746,0.307646132,0.129564466,0.762966734,0.1074688,0.493114242,-0.072760468,0.42331424,0.4148773,0.805350755,0.829461992,337.0967392,0.970344582,7.099425444,0.439598044,2.62794382,1.119405603,14.0219162,0.100347372,-0.753068904,1.19,0.8
BAR_191627_1041_0125,0.037303537,0.04523481,0.005913035,0.26390988,0.288194444,2.121211624,1.775822264,0.489107257,0.584236395,2.200757057,1.842415596,0.752311584,0.392491615,0.424243413,0.386134876,21.97315136,0.06685068,0.03402306,0.041459269,0.956170995,4.834221035,4.811274331,1.212614504,0.226606343,0.41857529,0.047253048,0.04399326,0.003259788,0.234426086,0.748941834,0.675311278,0.511408742,0.660591161,0.353462443,0.70735509,0.466114345,0.52351699,5.834221035,0.726353354,0.876155792,0.33868592,0.383843904,0.190425628,0.950979958,0.402875784,2.137764691,0.33868592,0.383843904,32.46842732,0.096091978,-0.70735509,-0.096091978,0.768786544,0.19854246,0.302424446,0.130567301,0.761758495,0.107674204,0.491326433,-0.071508358,0.421740578,0.412890514,0.805381586,0.82466439,332.360147,0.970368695,7.074661044,0.436300953,2.636901055,1.119067283,13.9136315,0.10350722,-0.752311584,1.21,0.85
BAR_191627_1041_0126,0.037547223,0.041725323,0.00567871,0.2447514,0.298611111,2.340686111,1.889394771,0.459267048,0.568965267,2.516237568,2.031099378,0.733989329,0.3628936,0.397298751,0.365455392,26.29265944,0.066846687,0.032573222,0.039691287,0.954648345,4.865776042,5.278415727,1.111275873,0.207204177,0.388062123,0.040224713,0.033138646,0.007086067,0.216434315,0.728656901,0.675487582,0.491167817,0.630389135,0.317538675,0.708700082,0.454729366,0.510699459,5.865776042,0.737254486,0.866994665,0.304891851,0.345191526,0.105119014,0.955274876,0.370256682,2.012589558,0.304891851,0.345191526,57.04754157,0.05270551,-0.708700082,-0.05270551,0.760412368,0.179644916,0.2294091,0.128772344,0.75534973,0.115877927,0.468471223,-0.060712929,0.441985496,0.389981608,0.781785539,0.899866563,465.1112186,0.971550531,6.518495389,0.402104387,2.30903028,1.110850723,12.59937462,0.056772418,-0.733989329,1.24,0.8
BAR_191627_1041_0127,0.037776805,0.04173591,0.005831934,0.23645014,0.25,2.319853973,1.918483778,0.387955453,0.469120464,2.087868576,1.7266354,0.724485098,0.349931889,0.384912982,0.356220022,28.56622307,0.068333915,0.032675091,0.03980561,0.951858312,4.665388391,5.127964683,1.104802537,0.198673335,0.374258098,0.039863081,0.032489145,0.007373936,0.208001924,0.718124083,0.665036394,0.489027848,0.61677839,0.313683551,0.699942467,0.444364283,0.496695806,5.665388391,0.732533702,0.862242549,0.292265806,0.330411537,0.099337915,0.953443994,0.355645546,1.951964465,0.292265806,0.330411537,58.03891052,0.049792099,-0.699942467,-0.049792099,0.754795109,0.171304603,0.193539756,0.132091192,0.748347903,0.119560905,0.45753341,-0.055826635,0.442638237,0.379388812,0.775443832,0.905139124,470.3389009,0.971419793,6.259135467,0.386769866,2.292807235,1.106564547,12.0787643,0.053733212,-0.724485098,1.14,0.84
BAR_191627_1041_0128,0.037888777,0.042208433,0.005643529,0.24612606,0.338541667,2.272511292,1.890081429,0.536300966,0.644813489,2.76962314,2.303536744,0.733191566,0.363763171,0.398405629,0.366702431,25.97354413,0.065820858,0.032908766,0.040106803,0.955169097,4.831205816,5.234434001,1.114008853,0.208237283,0.389356909,0.04088456,0.033837583,0.007046977,0.217545814,0.72692365,0.674452113,0.49227979,0.632165115,0.319537511,0.70722592,0.454833679,0.508942388,5.831205816,0.740719961,0.866595783,0.306600351,0.346508618,0.107547538,0.95659094,0.371653723,2.007394274,0.306600351,0.346508618,55.47397091,0.053930168,-0.70722592,-0.053930168,0.764125492,0.180457551,0.230425454,0.129385108,0.754471194,0.116143698,0.468987218,-0.061530116,0.441899352,0.390740092,0.785678315,0.897658935,452.2975731,0.971283769,6.496014902,0.403765968,2.3450822,1.110491587,12.66702322,0.058018031,-0.733191566,1.21,0.74
BAR_191627_1041_0129,0.03639647,0.040726066,0.00542457,0.23894896,0.296875,2.10279541,1.851583433,0.508252013,0.577208664,2.247362594,1.978879794,0.735630477,0.357451415,0.391862418,0.359954028,27.72530047,0.065714842,0.031689859,0.038621985,0.955604275,4.8672242,5.243478454,1.118956481,0.20255249,0.381799773,0.039631092,0.033041747,0.006589345,0.211433258,0.729732954,0.676249026,0.493367581,0.62245822,0.321489999,0.708761511,0.450839557,0.511993097,5.8672242,0.740581774,0.867815238,0.298429755,0.339914826,0.111925616,0.956538912,0.363528415,2.023340701,0.298429755,0.339914826,53.75688766,0.056139181,-0.708761511,-0.056139181,0.764918949,0.175778137,0.221408221,0.128850803,0.755996548,0.115152649,0.465268442,-0.057593421,0.440917577,0.386010084,0.787252015,0.893689805,481.5359172,0.972358132,6.565168545,0.394385571,2.26962562,1.111589167,12.32633324,0.060386595,-0.735630477,0.92,0.82
BAR_191627_1041_0130,0.037793428,0.04556931,0.005486937,0.2706914,0.324652778,2.260513458,1.914601753,0.517028552,0.610440265,2.641975106,2.2376908,0.75497383,0.399811134,0.432100821,0.392918817,20.72086925,0.061755285,0.034326917,0.041862305,0.960265262,4.940212832,4.926583395,1.205746936,0.232897972,0.427682386,0.047858255,0.044296109,0.003562146,0.241074842,0.749006184,0.68263173,0.512880998,0.670288105,0.356037914,0.7118244,0.472686672,0.529096095,5.940212832,0.746446824,0.877486915,0.347503456,0.392667283,0.184946175,0.95871441,0.412684012,2.156952888,0.347503456,0.392667283,33.9934554,0.09327767,-0.7118244,-0.09327767,0.78506305,0.204364923,0.319449722,0.128707181,0.764548048,0.106744771,0.497130234,-0.075746619,0.425363717,0.419323114,0.81840953,0.829361428,331.2399886,0.970229337,7.162393419,0.446902164,2.67709825,1.120256145,14.2849136,0.099849785,-0.75497383,1.11,0.86
BAR_191627_1041_0131,0.034526505,0.05114513,0.004943502,0.31102237,0.569444444,1.903045959,1.950679201,1.077220436,1.050916008,3.901244213,3.998892359,0.800164275,0.466705331,0.490502453,0.436254789,14.85905986,0.054554925,0.035741396,0.043634298,0.968708633,5.081172733,4.10521277,1.481329489,0.276495865,0.495908325,0.062820253,0.069080926,-0.006260673,0.280817324,0.795598852,0.694432301,0.564421483,0.732603513,0.443144291,0.717560908,0.49768942,0.568071945,6.081172733,0.749505897,0.900082137,0.424079101,0.485134238,0.373891995,0.959822679,0.487347294,2.53138143,0.424079101,0.485134238,18.37364786,0.193980481,-0.717560908,-0.193980481,0.82372535,0.248868989,0.4739276,0.128928417,0.784035973,0.087035611,0.546922125,-0.099321612,0.381023592,0.47036381,0.877494011,0.675069259,174.2160206,0.969607491,9.008220496,0.522005737,3.353749555,1.140247462,17.2544969,0.205859152,-0.800164275,1.51,0.74
BAR_191627_1041_0132,0.029795734,0.04820706,0.004171311,0.33173782,0.84375,1.863977051,1.838808316,1.629580149,1.651885068,5.661830292,5.58538026,0.835170298,0.510303703,0.525705734,0.459755859,12.69517534,0.050761867,0.032808059,0.040073098,0.975164051,5.881519429,4.253317303,1.617918189,0.301942086,0.537934449,0.062447075,0.071919681,-0.009472606,0.304346452,0.834229381,0.727278505,0.586645392,0.766518207,0.478957793,0.746241823,0.525110563,0.61925769,6.881519429,0.754390704,0.917585149,0.463518272,0.542704279,0.447156337,0.961555209,0.535252358,2.909191444,0.463518272,0.542704279,17.78296691,0.236034186,-0.746241823,-0.236034186,0.840723913,0.277057574,0.573877055,0.117652628,0.809628845,0.072718527,0.57895045,-0.111834502,0.362592741,0.50216836,0.898466733,0.618078223,164.3862896,0.97244138,11.13373545,0.566209663,3.28654135,1.155495694,18.8529782,0.249369581,-0.835170298,2.55,0.67
BAR_191627_1041_0133,0.032387424,0.04987812,0.004456457,0.32754773,0.711805556,1.893811722,1.96906197,1.353091214,1.301381084,4.852892541,5.045721301,0.82003745,0.495751511,0.514853308,0.45395348,13.13141623,0.051387848,0.03443173,0.042052182,0.973154212,5.566962227,4.264134054,1.540045914,0.295160306,0.525092546,0.062912359,0.070686828,-0.007774469,0.298640396,0.817206058,0.715438102,0.575149552,0.757723502,0.460558589,0.735693143,0.516665899,0.598521819,6.566962227,0.758089708,0.910018725,0.452316326,0.521843695,0.406834703,0.962836992,0.520115407,2.733742571,0.452316326,0.521843695,18.44499824,0.212612658,-0.735693143,-0.212612658,0.835962393,0.268601405,0.536245741,0.121709381,0.799260909,0.07902971,0.567686766,-0.109197894,0.3734626,0.491978155,0.890331012,0.64933129,169.4776802,0.970913101,10.11342335,0.553566172,3.33747414,1.148928827,18.4092462,0.224789889,-0.82003745,1.82,0.68
BAR_191627_1041_0134,0.028059673,0.044442244,0.003685725,0.3266788,0.777777778,1.980912094,1.966508589,1.413490285,1.42384326,5.546553865,5.506224051,0.841800791,0.508757613,0.524053503,0.455994277,13.1073636,0.04837694,0.030419527,0.037164891,0.97768692,6.35063693,4.641000319,1.583847538,0.298619127,0.53553517,0.05713909,0.065103759,-0.007964669,0.301282919,0.841010352,0.743185166,0.583326152,0.761933615,0.473672751,0.760497311,0.531397803,0.636746396,7.35063693,0.767794689,0.920900395,0.455568354,0.540247692,0.429967686,0.966078005,0.533149271,2.993106517,0.455568354,0.540247692,19.70762026,0.225960522,-0.760497311,-0.225960522,0.846836462,0.274998472,0.583618619,0.111333644,0.818373198,0.070293157,0.58013757,-0.109330946,0.368296908,0.501375924,0.900487292,0.631373902,201.8279427,0.974460633,11.6422882,0.562208884,3.018781125,1.158361252,18.57245046,0.238062737,-0.841800791,1.95,0.66
BAR_191627_1041_0135,0.028104492,0.04362077,0.003884094,0.29955548,0.866319444,1.976027527,1.888407657,1.57829279,1.651523699,6.162735847,5.889471377,0.828453309,0.471579622,0.491961066,0.429137128,15.98572997,0.051370547,0.03004286,0.036692193,0.974399555,5.86726713,4.424521945,1.552092456,0.271450988,0.49643333,0.055252954,0.062337884,-0.00708493,0.274352361,0.82709294,0.726244356,0.576922914,0.724420001,0.463414372,0.745782116,0.508638295,0.613633276,6.86726713,0.757157506,0.914226654,0.415094816,0.495162456,0.413316138,0.962516401,0.489092939,2.828732381,0.415094816,0.495162456,19.04212793,0.216329332,-0.745782116,-0.216329332,0.836475945,0.248167729,0.52299772,0.117487295,0.806816638,0.075696067,0.556639879,-0.093613218,0.371706539,0.474219853,0.891486904,0.644291515,218.1615292,0.974660117,10.6586335,0.518018638,2.92727029,1.152585489,16.9077104,0.228714783,-0.828453309,2.05,0.73
BAR_191627_1041_0136,0.031927027,0.04591864,0.00414783,0.3071941,0.819444444,1.904644318,1.857384616,1.548845614,1.588254782,5.618700735,5.479284614,0.811707237,0.468891655,0.492063179,0.434201924,15.21170447,0.050587305,0.03237829,0.039546533,0.973355147,5.689965121,4.651503116,1.438237265,0.275267073,0.497296034,0.055762423,0.060175928,-0.004413505,0.279862934,0.807792773,0.719720147,0.560027828,0.730511602,0.435943174,0.739920797,0.509196985,0.59564869,6.689965121,0.770043163,0.905853618,0.418211501,0.486110245,0.348221355,0.96680398,0.489344813,2.645438086,0.418211501,0.486110245,21.61450037,0.179735283,-0.739920797,-0.179735283,0.834307072,0.249351674,0.494406496,0.119256877,0.797824345,0.082918778,0.551503549,-0.097777914,0.389384868,0.472690465,0.881810913,0.695295571,229.2772118,0.972514593,9.62175714,0.521742203,2.995955055,1.145297881,17.0756889,0.189851067,-0.811707237,1.76,0.72
BAR_191627_1041_0137,0.029899111,0.043949008,0.003908973,0.2769632,0.859375,1.832511139,1.840991585,1.688257132,1.680480251,5.669331336,5.695567716,0.805130119,0.432825973,0.459305297,0.404901636,19.23551715,0.050271595,0.030772023,0.037586381,0.972165466,5.301921536,4.287283379,1.469910192,0.247064089,0.457959943,0.054089932,0.059170096,-0.005080164,0.251044169,0.799307309,0.705327215,0.565208997,0.689290385,0.444430739,0.726099494,0.484525425,0.57898668,6.301921536,0.76875513,0.90256506,0.377690127,0.446608041,0.36721596,0.966389244,0.44598943,2.579340702,0.377690127,0.446608041,19.3751425,0.190253959,-0.726099494,-0.190253959,0.836642795,0.222991414,0.439081718,0.125278193,0.78949334,0.085228467,0.529201187,-0.080636165,0.384519408,0.446003071,0.885886173,0.680313672,239.6184441,0.973940283,9.263258697,0.475824627,2.894148495,1.142422916,15.38584122,0.200887454,-0.805130119,1.92,0.69
BAR_191627_1041_0138,0.030659622,0.044867463,0.004175951,0.29955557,0.828125,1.895903931,1.903140326,1.572468916,1.566489848,5.652163594,5.673737097,0.8143052,0.462913373,0.485830572,0.427411287,16.07847346,0.052393876,0.031467127,0.038425914,0.972502353,5.676454383,4.562271945,1.463405615,0.268895948,0.489564447,0.054899353,0.059909307,-0.005009954,0.272987891,0.81161928,0.718625606,0.562932923,0.721306924,0.440709104,0.739463052,0.504909749,0.597277645,6.676454383,0.760247894,0.9071526,0.409374397,0.480255148,0.363372799,0.963572931,0.480969297,2.672405365,0.409374397,0.480255148,20.76060457,0.18811584,-0.739463052,-0.18811584,0.829703903,0.243929658,0.490675025,0.119620202,0.798638823,0.081740975,0.548526346,-0.09337418,0.384673201,0.467935219,0.880405638,0.683337545,231.9570298,0.97328684,9.770360835,0.512084954,2.938765155,1.146431507,16.70207052,0.199125651,-0.8143052,1.71,0.69
BAR_191627_1041_0139,0.03182479,0.04610006,0.003966088,0.2846546,0.866319444,1.923636169,1.883089767,1.621278519,1.656187641,5.999340299,5.872886208,0.798882385,0.437162339,0.464487799,0.411497134,18.14304203,0.048431342,0.032423051,0.039610812,0.972516953,5.174712137,4.262660766,1.448558184,0.25282981,0.464407561,0.056409242,0.061137075,-0.004727833,0.257357621,0.790860981,0.700848255,0.562944584,0.698357724,0.440728199,0.721243172,0.486097351,0.570164001,6.174712137,0.778374367,0.899441193,0.386344348,0.450966953,0.354489053,0.96941345,0.452957115,2.519258825,0.386344348,0.450966953,19.5793528,0.183192781,-0.721243172,-0.183192781,0.841566082,0.227405546,0.435995832,0.127144713,0.785082001,0.087773287,0.530620663,-0.085000394,0.388624075,0.449423277,0.88787605,0.690341618,224.2462198,0.972546335,8.944429798,0.484441531,3.02767277,1.139685213,15.7407994,0.193016616,-0.798882385,1.74,0.75
BAR_191627_1041_0140,0.02893219,0.04224536,0.003879309,0.27686554,0.946180556,1.812826233,1.763819904,1.878972148,1.931177891,6.174939359,6.008011551,0.810775639,0.436083533,0.461530247,0.405462914,19.20075105,0.051684937,0.02964676,0.036205953,0.972364166,5.553750282,4.488406499,1.460150787,0.24793335,0.460396708,0.051679221,0.056312734,-0.004633513,0.251846587,0.807042895,0.714389677,0.562844763,0.690302406,0.440564735,0.735230855,0.489699107,0.590984266,6.553750282,0.763539666,0.90538782,0.377792569,0.44957769,0.361438617,0.964678621,0.448759814,2.635889291,0.377792569,0.44957769,20.4647683,0.187041701,-0.735230855,-0.187041701,0.831790273,0.224475835,0.451972923,0.121379683,0.795492133,0.083128184,0.532276853,-0.080604457,0.385470301,0.448350667,0.881663271,0.684860775,262.8128256,0.974851793,9.569463632,0.477901108,2.76792401,1.144891104,15.4085278,0.197823447,-0.810775639,2.09,0.75
BAR_191627_1041_0141,0.035028495,0.050252974,0.004414816,0.3192365,0.852430556,1.858773041,1.809197032,1.650954653,1.69619447,5.704109773,5.551973395,0.802246931,0.474852467,0.499039537,0.444038996,14.0007276,0.049219608,0.035458179,0.043314875,0.97271869,5.352589202,4.428029257,1.434631262,0.284208005,0.506319061,0.061062637,0.065778568,-0.004715931,0.289337738,0.795634415,0.707584045,0.560257027,0.743229769,0.436319831,0.727986979,0.508005426,0.578355101,6.352589202,0.776143742,0.901123466,0.433009714,0.493082476,0.346013448,0.968727127,0.498717494,2.551299513,0.433009714,0.493082476,20.60644899,0.178520365,-0.727986979,-0.178520365,0.83848566,0.256106502,0.488412692,0.124229275,0.789177551,0.086593174,0.552648941,-0.104465515,0.390523364,0.477498691,0.884594009,0.697043224,192.3959306,0.969914873,9.113623066,0.534168352,3.283146245,1.141160344,17.66145946,0.188266466,-0.802246931,1.57,0.72
BAR_191627_1041_0142,0.032274187,0.045774028,0.004111822,0.29478872,0.861111111,1.872016144,1.877752715,1.655968625,1.650909609,5.803250046,5.821033416,0.802642328,0.450252816,0.476108644,0.4215077,16.74690421,0.050046496,0.032423201,0.039603565,0.972487022,5.440086942,4.540753334,1.418286013,0.262514533,0.478256788,0.055162047,0.058979632,-0.003817585,0.267402041,0.796791514,0.71053362,0.557132514,0.712519375,0.431175598,0.731185937,0.497469484,0.58132788,6.440086942,0.773988843,0.901321164,0.399080679,0.463916848,0.335886896,0.968055555,0.468200227,2.555112635,0.399080679,0.463916848,21.46523562,0.172967966,-0.731185937,-0.172967966,0.835150769,0.236609904,0.458371274,0.122772246,0.79066394,0.086563814,0.538974595,-0.090692926,0.392820989,0.459026444,0.880872839,0.705076403,237.2652295,0.972459176,9.133885232,0.500423911,2.972226795,1.141333574,16.29086562,0.182587227,-0.802642328,1.64,0.76
BAR_191627_1041_0143,0.03473474,0.049987383,0.004438569,0.30026114,0.871527778,1.881415024,1.810567647,1.667627802,1.732881953,5.902939639,5.680655994,0.792625868,0.449928737,0.476995886,0.425354636,16.13294331,0.04978168,0.035237014,0.043042076,0.970865945,5.00673854,4.173903272,1.439117811,0.2655264,0.479766,0.060801457,0.065633678,-0.004832221,0.270540909,0.784038359,0.693104411,0.560643731,0.717283811,0.436955071,0.714560492,0.490493839,0.559865941,6.00673854,0.7733881,0.896312934,0.406152139,0.465014531,0.348759076,0.967866831,0.469557206,2.46153462,0.406152139,0.465014531,19.30672022,0.180031407,-0.714560492,-0.180031407,0.836895127,0.237994747,0.44376131,0.129843003,0.779932971,0.090224026,0.536421434,-0.093563688,0.38957459,0.458762567,0.883771042,0.694870144,193.2353162,0.970095978,8.64440442,0.503844661,3.266771345,1.136937055,16.54168972,0.189984651,-0.792625868,1.63,0.75
BAR_191627_1041_0144,0.03147454,0.04452436,0.00411326,0.2805336,0.888888889,1.89646843,1.896714147,1.687346834,1.68712824,6.068698977,6.069485271,0.798245392,0.432835637,0.460079858,0.407504827,18.75088807,0.051343766,0.031569945,0.038555579,0.971099207,5.300676753,4.453986593,1.414615114,0.24905906,0.459155135,0.05346092,0.057068378,-0.003607458,0.253829547,0.792222152,0.704484371,0.555775303,0.692705046,0.428934633,0.726052794,0.486558843,0.573677575,6.300676753,0.768838759,0.899122696,0.379002766,0.443558568,0.333585665,0.966416265,0.447195062,2.513273121,0.379002766,0.443558568,21.11432785,0.171710643,-0.726052794,-0.171710643,0.830860967,0.223934653,0.428637562,0.124881631,0.786838787,0.088279582,0.5276584,-0.082516437,0.392880931,0.445881427,0.877395621,0.706906062,252.073993,0.973150933,8.913032565,0.478263109,2.8814097,1.139405719,15.4655364,0.181535839,-0.798245392,1.42,0.78
BAR_191627_1041_0145,0.030522473,0.047535922,0.003898707,0.29803926,0.888888889,1.93384079,1.823088316,1.654738082,1.755263293,6.188290529,5.833882612,0.814205551,0.460621531,0.484303299,0.425978246,16.26285561,0.047570093,0.032692941,0.039945496,0.974175444,5.269769207,4.025773632,1.557407291,0.267516787,0.487708952,0.060650664,0.068507371,-0.007856707,0.270720226,0.807858808,0.705645368,0.580009796,0.719315437,0.468370126,0.724888103,0.495481873,0.58490358,6.269769207,0.773470462,0.907102776,0.411765154,0.483603748,0.416146607,0.967892745,0.478926292,2.671361671,0.411765154,0.483603748,17.23172431,0.217957966,-0.724888103,-0.217957966,0.848401473,0.24266522,0.488521067,0.126392498,0.79245179,0.081155712,0.547559845,-0.092731695,0.372420111,0.466705103,0.899945283,0.642092795,182.4533111,0.972515694,9.764584279,0.509887391,3.213703615,1.146388046,16.73154518,0.229416405,-0.814205551,1.61,0.74
BAR_191627_1041_0146,0.03317357,0.04694494,0.004227709,0.3219465,0.800347222,2.089778137,1.92958324,1.378734875,1.493198085,6.021173256,5.559611709,0.813169839,0.484752548,0.50654804,0.447950027,13.68330847,0.050123278,0.033277553,0.040646729,0.974076988,5.857959559,4.846166626,1.41513078,0.28877293,0.515090859,0.056488601,0.0603079,-0.003819299,0.293831094,0.809533761,0.725703443,0.556574326,0.749223345,0.430254416,0.745481001,0.519958425,0.601464897,6.857959559,0.773927036,0.906584919,0.437316356,0.502932675,0.333909529,0.968036169,0.508816832,2.660558209,0.437316356,0.502932675,23.02670423,0.171887495,-0.745481001,-0.171887495,0.83476685,0.261797183,0.515088235,0.116759576,0.800732449,0.082507976,0.560593436,-0.106172979,0.393302396,0.484583777,0.880338159,0.706648469,226.5840153,0.971722326,9.704909662,0.542798111,3.04503181,1.145936228,17.8772306,0.181462968,-0.813169839,1.9,0.69
BAR_191627_1041_0147,0.034606434,0.048395153,0.004604566,0.3001286,0.737847222,2.015370178,1.849349189,1.317996082,1.436316092,5.353327034,4.912333782,0.793230881,0.450577358,0.477137334,0.425308623,16.14516101,0.052559847,0.034452374,0.042069562,0.969779686,5.201625192,4.434661729,1.398443798,0.265522166,0.479911129,0.057579306,0.060986095,-0.003406789,0.270926549,0.787020892,0.699827422,0.552417283,0.717255384,0.423373184,0.722284908,0.495027903,0.566718626,6.201625192,0.765139068,0.896615441,0.403862321,0.4627377,0.323328762,0.965208564,0.469732709,2.467014902,0.403862321,0.4627377,21.36154779,0.166125968,-0.722284908,-0.166125968,0.826241871,0.238071274,0.444892013,0.126315166,0.783359313,0.090325522,0.536695701,-0.093351692,0.39502287,0.458933962,0.872595218,0.715080578,218.3263886,0.970626692,8.672624287,0.503920453,3.110040385,1.137203096,16.48287872,0.175883201,-0.793230881,1.83,0.72
BAR_191627_1041_0148,0.03474637,0.05110816,0.004520895,0.33299387,0.704861111,2.227393723,1.951403087,1.139223826,1.30034641,5.652011571,4.951685332,0.811027643,0.494584687,0.515558953,0.457669001,12.69298263,0.050023499,0.035776122,0.043699853,0.973210683,5.515473654,4.429606903,1.470892067,0.2982475,0.526423724,0.062949055,0.068886934,-0.005937879,0.302868728,0.806315977,0.713711923,0.565509484,0.761975697,0.444921261,0.733882375,0.518075093,0.590044847,6.515473654,0.76973721,0.905513821,0.455000792,0.517138072,0.367793533,0.966705742,0.520930115,2.638466075,0.455000792,0.517138072,20.02598554,0.190575733,-0.733882375,-0.190575733,0.837462815,0.270067233,0.522817238,0.122020664,0.795022423,0.082956912,0.565140722,-0.112268467,0.384467016,0.491820055,0.886545764,0.679859537,176.9529866,0.969683713,9.583558513,0.556769949,3.36789855,1.145001154,18.5493216,0.201168803,-0.811027643,1.73,0.7
